"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","phylum_no","class","class_no","order","order_no","family","family_no","genus","genus_no","subgenus_no","abund_value","abund_unit","collection_name","collection_subset","collection_aka","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","geoplate","paleoage","paleolng","paleolat","formation","stratgroup","member","formation","stratgroup","member","stratscale","zone","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithification1","minor_lithology1","lithology2","lithification2","minor_lithology2","environment","primary_reference","created","modified","updated","time_bins","time_contain","time_major","time_buffer","time_overlap"
"101572","occ","","","7789","Cypraeorbis n. sp. bulbus","species","335387","","Cypraeorbis bulbus","species","335387","Ypresian","","56","48.07","495","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Cypraeorbis","9730","","r","category","Ridge Creek, Reklaw FM, TX","","","-97.315002","30.110277","US","Texas","Bastrop","based on nearby landmark","seconds","outcrop","LOcated along RIdge Creek, and the Colorado River.","gplates","101","mid","-74.51","35.90","Reklaw","","Marquez Shale","Reklaw","","Marquez Shale","member","","","","","","","","","","","regions of clayey silt alternate with finely laminated sands, glauconite and greensand layers, often with boundaries obscured by contorted bedding.  interspersed with the silts are thin shell-rich layers containing corals, bryozoans, molluscs and fish.","siltstone","unlithified","argillaceous","sandstone","","","marine indet.","C. L. Garvie. 1996. The Molluscan Macrofauna of the Reklaw Formation, Marquez Member (Eocene: Lower Claibornian), in Texas. Bulletins of American Paleontology 111(352):1-177","2000-06-06 06:50:19","2009-10-02 20:40:00","","Ypresian","Ypresian","Ypresian","Ypresian","Ypresian"
"101869","occ","","","7791","Gisortia brevis","species","341983","","Gisortia brevis","species","341983","Selandian","","61.66","59.24","496","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Gisortia","9895","","1","specimens","Ewekoro Quarry","","","3.190000","6.920000","NG","","","","2","outcrop","The exposure is in Ewekoro, NW of Lagos Nigeria, at the West African Portland Cement Company Limited quarry.","gplates","714","mid","3.32","-5.75","Ewekoro","","","Ewekoro","","","group of beds","Globorotalia pusilla pusilla-Morozovella angulata - lower Globorotalia pseudomenardii","","","","","","","","","Globorotalia pusilla pusilla-Morozovella angulata zone and lower part of the Globorotalia pseudomenardii zone (Petters & Olsson, 1979). Overlain by the AKINBO Formation unconformably.","Coquinoidal limestone, sandy at the base (light brown to gray sandy biomicrosparite limestone with few bioclastic fragments), shelly in the middle (massive gray limestone with abundant shells, echinoids and corals, and little terrigenous matter; coarse-grained and recrystallized) and sparry at the top (algal biosparite with few fosils. Channel-fills and high-energy crossbedded units are locally common). The middle and main fossiliferous unit is a shelly biomicrite, a light brownish-gray bioclastic limestone. Many of the shells were broken or heavily abraded prior to deposition. The matrix is micrite and contains only a small amount of terrigenous material. Quartz grains are generally present in small quantities though occasional sandy pockets are encountered.","packstone","lithified","","","","","open shallow subtidal","O. S. Adegoke. 1977. Stratigraphy and Paleontology of the Ewekoro Formation (Paleocene) of Southwestern Nigeria. Bulletins of American Paleontology 71(295):1-379","2000-06-08 06:37:58","2016-06-03 10:11:17","","Selandian","Selandian","Selandian","Selandian","Selandian"
"104036","occ","","","8124","Proadusta brackleshamensis","species","341687","recombined as","Eopustularia brackleshamensis","species","337369","Lutetian","","48.07","41.03","551","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Eopustularia","337366","","R","category","Units S1-S9, Selsey Peninsula, West Sussex","","","-0.783333","50.733334","UK","England","West Sussex","based on nearby landmark","minutes","local area","Located in Southern England on the Selsey Peninsula at Bracklesham Bay","gplates","315","mid","6.01","43.28","Selsey","","","Selsey","","","","","","S1-S9","","bottom to top","","","","","Part of the Bracklesham Group, above the Marsh Farm Formation.","grey glauconitic clayey and silty sands; silty sands, so me black flint pebbles; ","sandstone","unlithified","argillaceous,silty","","","","marine indet.","S. Tracey, J. A. Todd, and J. Le Renard, C. King, M. Goodchild. 1996. Distribution of Mollusca in Units S1 to S9 of the Selsey Formation (middle Lutetian), Selsey Peninsula, West Sussex. Tertiary Research 16(1-4):97-139","2000-06-26 07:03:59","2000-06-28 15:03:15","","Lutetian","Lutetian","Lutetian","Lutetian","Lutetian"
"110227","occ","","","8211","Zonaria globosa","species","342272","","Zonaria globosa","species","342272","Chattian","","27.3","23.04","528","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Zonaria","10704","","","","Pilis-W. Cserhat Region, Hungary","","","19.083332","47.500000","HU","","","based on nearby landmark","minutes","","AN area north of Budapest along the Hugarian Czech border","gplates","308","mid","22.79","40.31","Upper Cyrena","","","Upper Cyrena","","","group of beds","","","","","","","","","","this area is underlain by a Rupelian Kiscell CLay.","friable, fine grained sandstones and clayey silts, with interbeddings of coarse sand, gravelly sands and clays with plant fossils and brown coal stringers.","sandstone","poorly lithified","argillaceous","siltstone","","","lagoonal","T. Baldi. 1973. Mollusc fauna of the Hungarian Upper Oligocene (Egerian). Studies in Stratigraphy, Palaeoecology, Palaeogeography and Systematics","2000-07-07 08:34:27","2000-07-07 10:34:27","","Chattian","Chattian","Chattian","Chattian","Chattian"
"133022","occ","","","11117","Cypraea sp.","genus","9724","","Cypraea","genus","9724","Paleocene","","66","56","4090","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Cypraea","9724","","","","Lodo Fm (general list)","","","-120.689720","36.602501","US","California","Fresno","based on political unit","seconds","local area","T 15S, R 12E, Secs. 20 & 29. Tumey Hills Quadrangle. Locality located on bluff east of Panoche Rd., 1/4 mi South of Junction between Panoche and Silver Creeks. Stop one on SEPM Field Trip, fall, 1974. Locality ID--LSJU 2073, AKA UCMP A-9717.; coordinates based on TRS conversion with a resolution only to the section level. Coordinates are the midpoint between the adjoining sections 20 and 29.","gplates","130","mid","-88.40","46.49","Lodo","","Moreno","Lodo","","Moreno","group of beds","","","","","","","","","","","mudstone refered to as purplish-brown in color","mudstone","lithified","","sandstone","lithified","","offshore","J. T. Smith. 1975. Age, Correlation and Possible Tethyan Affinities of Mollusks from the Lodo Formation of Fresno County, California. Paleogene Symposium & Selected Technical Papers: Conference on Future Energy Horizons of the Pacific Coast","2001-07-18 10:41:56","2016-06-13 23:51:28","","-","-","-","Selandian","Danian, Selandian, Thanetian"
"133023","occ","","","11117","Gisortia cf. clarki","species","162241","","Gisortia clarki","species","162241","Paleocene","","66","56","4090","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Gisortia","9895","","","","Lodo Fm (general list)","","","-120.689720","36.602501","US","California","Fresno","based on political unit","seconds","local area","T 15S, R 12E, Secs. 20 & 29. Tumey Hills Quadrangle. Locality located on bluff east of Panoche Rd., 1/4 mi South of Junction between Panoche and Silver Creeks. Stop one on SEPM Field Trip, fall, 1974. Locality ID--LSJU 2073, AKA UCMP A-9717.; coordinates based on TRS conversion with a resolution only to the section level. Coordinates are the midpoint between the adjoining sections 20 and 29.","gplates","130","mid","-88.40","46.49","Lodo","","Moreno","Lodo","","Moreno","group of beds","","","","","","","","","","","mudstone refered to as purplish-brown in color","mudstone","lithified","","sandstone","lithified","","offshore","J. T. Smith. 1975. Age, Correlation and Possible Tethyan Affinities of Mollusks from the Lodo Formation of Fresno County, California. Paleogene Symposium & Selected Technical Papers: Conference on Future Energy Horizons of the Pacific Coast","2001-07-18 10:41:56","2016-06-14 06:27:35","","-","-","-","Selandian","Danian, Selandian, Thanetian"
"200466","occ","","","20816","Archicypraea sp.","genus","9494","","Archicypraea","genus","9494","Danian","","66","61.66","6432","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Archicypraea","9494","","","","Bois-des-Roches, Vigny (MNHN collection)","","Reef 2768","1.923000","49.068001","FR","","","based on nearby landmark","3","outcrop","","gplates","305","mid","10.74","37.87","Calcaire de Vigny","","","Calcaire de Vigny","","","group of beds","NP3-4","","","","","","","","","Age based on planktonic foraminifers and calcareous nannoplankton","","""limestone""","lithified","","","","","reef, buildup or bioherm","J.-M. Pacaud, D. Merle, and J.-C. Meyer. 2000. La faune danienne de Vigny (Val-d’Oise, France): importance pour l’étude de la diversification des mollusques au début du Tertiaire. Comptes Rendus de l ’Académie des Sciences,Sciences de la Terre et des Planètes, Paris, série II a 330(12):867-873","2002-06-10 04:46:50","2022-08-05 16:06:11","","Danian","Danian","Danian","Danian","Danian"
"205580","occ","","","22944","Protocypraea sp.","genus","10325","","Protocypraea","genus","10325","Selandian","","61.66","59.24","6604","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Protocypraea","10325","","","","Turritellakloft, Agatdalen, Turritellakloft Member, Nugssuaq, Greenland","","","-53.099998","70.599998","GL","","","based on nearby landmark","minutes","outcrop","","gplates","102","mid","-7.07","59.75","Agatdal","","Turritellakloft","Agatdal","","Turritellakloft","member","","","","","","","","","","","Sandstone lense","""shale""","lithified","","sandstone","lithified","","deltaic indet.","H. A. Kollmann and J. S. Peel. 1983. Paleocene gastropods from Nûgssuaq, West Greenland. Grønlands Geologiske Undersøgelse, Bulletin 146:1-115","2002-07-04 04:06:03","2002-07-04 06:06:03","","Selandian","Selandian","Selandian","Selandian","Selandian"
"205715","occ","","","22943","Palaeocypraea sp.","genus","10233","","Palaeocypraea","genus","10233","Danian","","66","61.66","6604","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Palaeocypraea","10233","","","","Sonja Lens, Agatdalen, Nugssuaq","","","-53.105000","70.583000","GL","","","estimated from map","3","small collection","","gplates","102","mid","-4.32","59.33","Agatdal","","Sonja","Agatdal","","Sonja","bed","","","","","","","","","","The lens was originally 7 m long and 0.7m thick but was completely excavated by Rosenkrantz and his co-workers. Most fossil groups indicate a Paleocene (Late Danian) age for the formation (Fig. 16; Bendix-Almgreen 1969; H.J. Hansen 1970; Rosenkrantz 1970; Szczechura 1971; Kollmann & Peel 1983; Collins & Wienberg Rasmussen 1992). The coccolith assemblage indicates a Chiasmolithus danicus zone age (NP 3 Zone; Perch-Nielsen 1973). The co-occurrence of the foraminifera Globoconusa daubjergensis and Globigerina compressa indicates a P1c plankton zone age for the Agatdal Formation (H.J. Hansen 1970; Berggren et al. 1995; Olsson et al. 1999) which corresponds to a late NP3 - early NP4 age. In the GRO#3well, dinocysts and nannofossils indicate an age not younger than nannoplankton zone NP4 (Late Danian or Early Selandian; Nøhr-Hansen 1997c; Nøhr-Hansen et al. 2002).","Sandstone lens","sandstone","poorly lithified","","","","","deltaic indet.","H. A. Kollmann and J. S. Peel. 1983. Paleocene gastropods from Nûgssuaq, West Greenland. Grønlands Geologiske Undersøgelse, Bulletin 146:1-115","2002-07-04 06:15:09","2002-07-04 08:15:09","","Danian","Danian","Danian","Danian","Danian"
"205716","occ","","","22943","Palaeocypraea ? sp.","genus","10233","","Palaeocypraea","genus","10233","Danian","","66","61.66","6604","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Palaeocypraea","10233","","","","Sonja Lens, Agatdalen, Nugssuaq","","","-53.105000","70.583000","GL","","","estimated from map","3","small collection","","gplates","102","mid","-4.32","59.33","Agatdal","","Sonja","Agatdal","","Sonja","bed","","","","","","","","","","The lens was originally 7 m long and 0.7m thick but was completely excavated by Rosenkrantz and his co-workers. Most fossil groups indicate a Paleocene (Late Danian) age for the formation (Fig. 16; Bendix-Almgreen 1969; H.J. Hansen 1970; Rosenkrantz 1970; Szczechura 1971; Kollmann & Peel 1983; Collins & Wienberg Rasmussen 1992). The coccolith assemblage indicates a Chiasmolithus danicus zone age (NP 3 Zone; Perch-Nielsen 1973). The co-occurrence of the foraminifera Globoconusa daubjergensis and Globigerina compressa indicates a P1c plankton zone age for the Agatdal Formation (H.J. Hansen 1970; Berggren et al. 1995; Olsson et al. 1999) which corresponds to a late NP3 - early NP4 age. In the GRO#3well, dinocysts and nannofossils indicate an age not younger than nannoplankton zone NP4 (Late Danian or Early Selandian; Nøhr-Hansen 1997c; Nøhr-Hansen et al. 2002).","Sandstone lens","sandstone","poorly lithified","","","","","deltaic indet.","H. A. Kollmann and J. S. Peel. 1983. Paleocene gastropods from Nûgssuaq, West Greenland. Grønlands Geologiske Undersøgelse, Bulletin 146:1-115","2002-07-04 06:15:09","2002-07-04 08:15:09","","Danian","Danian","Danian","Danian","Danian"
"205717","occ","","","22943","Protocypraea sp.","genus","10325","","Protocypraea","genus","10325","Danian","","66","61.66","6604","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Protocypraea","10325","","","","Sonja Lens, Agatdalen, Nugssuaq","","","-53.105000","70.583000","GL","","","estimated from map","3","small collection","","gplates","102","mid","-4.32","59.33","Agatdal","","Sonja","Agatdal","","Sonja","bed","","","","","","","","","","The lens was originally 7 m long and 0.7m thick but was completely excavated by Rosenkrantz and his co-workers. Most fossil groups indicate a Paleocene (Late Danian) age for the formation (Fig. 16; Bendix-Almgreen 1969; H.J. Hansen 1970; Rosenkrantz 1970; Szczechura 1971; Kollmann & Peel 1983; Collins & Wienberg Rasmussen 1992). The coccolith assemblage indicates a Chiasmolithus danicus zone age (NP 3 Zone; Perch-Nielsen 1973). The co-occurrence of the foraminifera Globoconusa daubjergensis and Globigerina compressa indicates a P1c plankton zone age for the Agatdal Formation (H.J. Hansen 1970; Berggren et al. 1995; Olsson et al. 1999) which corresponds to a late NP3 - early NP4 age. In the GRO#3well, dinocysts and nannofossils indicate an age not younger than nannoplankton zone NP4 (Late Danian or Early Selandian; Nøhr-Hansen 1997c; Nøhr-Hansen et al. 2002).","Sandstone lens","sandstone","poorly lithified","","","","","deltaic indet.","H. A. Kollmann and J. S. Peel. 1983. Paleocene gastropods from Nûgssuaq, West Greenland. Grønlands Geologiske Undersøgelse, Bulletin 146:1-115","2002-07-04 06:15:09","2002-07-04 08:15:09","","Danian","Danian","Danian","Danian","Danian"
